Name,Partido,,TRASPASO DESDE GASTOS OPERACIONALES A ASIGNACIÓN PERSONAL DE APOYO,TELEFONÍA,TRASLACIÓN,DIFUSIÓN,ACTIVIDADES DESTINADAS A LA INTERACCIÓN CON LA COMUNIDAD,ARRIENDO DE INMUEBLE,CONSUMOS BÁSICOS,EQUIPAMIENTO OFICINA PARLAMENTARIA,MATERIALES DE OFICINA,CORRESPONDENCIA,GASTOS DE MANTENCIÓN OFICINA PARLAMENTARIA (INMUEBLE),REPARACIONES LOCATIVAS DEL INMUEBLE,HABILITACIÓN DE SEDES PARLAMENTARIAS (CON AUTORIZACIÓN DE CRAP),SEGUROS DE BIENES,ARRIENDO DE OFICINAS VIRTUALES,SERVICIOS WEB,CONTRATACIÓN SERVICIO DE ALMACENAMIENTO,ARRIENDO DE OFICINA MÓVIL,MANTENCION Y REPARACIÓN DE OFICINA MÓVIL,SERVICIOS MENORES,COVID-19 PERSONAL DE APOYO
Sra. Pamela Jiles,PH,,1419637,113918,990890,88113,0,406452,0,32290,41280,0,0,0,0,0,0,0,0,0,0,264937,0
Sr. Harry Jürgensen,IND,,529067,164202,1068582,0,0,1611797,0,0,33697,13976,0,0,0,0,0,0,0,0,0,76619,0
Sr. Raúl Leiva,PS,,292965,0,862712,0,0,541321,74572,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Andrés Longton,RN,,1589220,0,171379,566666,376752,762097,0,0,0,5617,0,0,0,0,0,0,0,0,0,333333,0
Sra. Carolina Marzán,PPD,,1561566,77075,256798,685986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Cosme Mellado,PR,,471355,0,813597,648750,0,1017263,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Miguel Mellado,RN,,15565,92624,1400379,119000,0,638710,36476,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Claudia Mix Jiménez,COMUNES,,1439713,0,266823,0,0,964516,0,0,0,0,0,0,0,0,0,0,0,0,0,252065,0
Sr. Cristhian Moreira,UDI,,0,34033,1384142,0,0,777419,0,0,87186,51598,0,0,0,0,0,0,0,0,0,333333,0
Sra. Francesca Muñoz,RN,,297000,73231,471726,0,0,777419,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Emilia Nuyado,PS,,686986,0,1382751,0,0,551866,0,0,0,8066,0,0,0,0,0,0,0,0,0,333333,0
Sra. Erika Olivera,IND,,1354377,0,706425,0,963382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Maite Orsini,RD,,562480,0,1285608,0,0,0,0,0,14645,0,0,0,0,0,0,0,0,0,0,168170,0
Sra. Ximena Ossandón,RN,,1348817,58377,759882,341000,0,474194,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Joanna Pérez,DC,,964793,0,1253567,0,0,610274,0,0,0,60986,0,0,0,0,0,0,0,0,0,333333,0
Sra. Catalina Pérez,RD,,579697,0,582724,0,0,2307536,0,0,0,0,0,0,0,0,0,0,0,0,0,308830,0
Sr. Guillermo Ramírez,UDI,,0,0,1380246,0,0,878484,83256,145980,0,0,135000,0,0,0,0,471430,0,0,0,333333,0
Sr. Hugo Rey,RN,,1617462,77354,481226,685986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333320,0
Sra. Camila Rojas,COMUNES,,0,297980,8650,0,0,858904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Leonidas Romero,IND,,1399176,129994,842146,0,0,1090323,0,0,0,0,0,0,0,0,0,0,0,0,0,36301,0
Sr. Patricio Rosas,IND,,90000,105172,1725585,685986,0,650332,47955,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Juan Santana,PS,,76397,0,1037939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Marisela Santibáñez,PC,,486222,0,774100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333332,0
Sr. Diego Schalper,RN,,1546497,52063,1362026,0,0,51936,0,0,31435,6561,0,0,0,0,0,0,0,0,0,333333,0
Sr. Alexis Sepúlveda Soto,PR,,893623,146554,974559,1368093,0,0,0,0,92235,0,0,0,0,0,0,0,0,0,0,330000,0
Sr. Raúl Soto Mardones ,PPD,,0,0,615479,595000,0,282258,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Francisco Undurraga,EVOP,,0,0,962944,0,0,455484,7019,0,0,0,0,0,0,0,0,0,0,0,0,162542,0
Sr. Cristóbal Urruticoechea,PREP,,494115,105298,2162861,0,0,541935,63297,0,0,7736,0,0,0,0,0,0,0,0,0,333333,0
Sr. Gonzalo Winter,PCS,,72807,0,669229,0,0,1196774,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Gael Yeomans,PCS,,638126,833052,992241,0,0,552652,0,0,0,0,160000,0,0,0,0,0,0,0,0,97234,14000
Sr. Cristian Labbé,UDI,,1456476,75130,1509926,0,0,0,0,0,16517,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. María Candelaria Acevedo,PC,,1479949,0,610486,0,0,0,0,243950,113755,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Eric Aedo,DC,,516751,0,1011748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Yovana Ahumada,PDG,,0,286517,523026,0,31680,0,0,0,30015,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Jaime Araya,IND,,1133930,0,1423852,535500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Cristián Araya,PREP,,1436619,0,922661,257253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Mónica Arce,IND,,963055,0,866347,0,0,0,0,0,10623,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Roberto Arroyo,PDG,,1406180,0,471726,0,0,0,0,0,218908,8591,0,0,0,0,0,0,0,0,0,333333,0
Sra. Danisa Astudillo,PS,,0,0,471726,0,0,1009946,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Chiara Barchiesi,PREP,,25306,0,1213480,0,0,0,0,0,51373,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Héctor Barría,DC,,181353,0,1017612,10213,0,508065,55250,199990,49550,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Miguel Ángel Becker,RN,,1747,1058857,1945871,0,0,338710,0,-90384,43354,6875,0,0,0,0,0,0,0,0,0,333333,0
Sra. María Francisca Bello,PCS,,1630725,0,469995,0,0,0,0,0,33433,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Juan Carlos Beltrán,RN,,0,0,1368666,798303,0,0,0,0,14263,7704,0,0,0,0,0,0,0,0,0,333333,0
Sr. Gustavo Benavente,UDI,,0,0,1181835,600000,0,551613,0,0,81309,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Carlos Bianchi,IND,,839956,548805,1074549,0,0,704516,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Fernando Bórquez,UDI,,0,580093,908410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Ana María Bravo,PS,,32429,1139920,539526,0,0,1681888,0,0,0,0,0,0,0,0,0,0,0,0,0,244600,0
Sra. Marta Bravo,UDI,,0,0,644236,536500,58170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Félix Bugueño,FRVS,,17989,1412542,1012128,0,0,0,0,515257,79070,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Mercedes Bulnes,IND,,137718,0,515206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Felipe Camaño,IND,,1550000,1664101,471726,0,0,0,0,0,46200,0,0,0,0,0,0,0,0,0,0,143248,0
Sra. Nathalie Castillo,PC,,0,0,637996,0,3800,1090323,0,0,41310,0,75000,0,0,0,0,0,0,0,0,0,0
Sr. Ricardo Cifuentes,DC,,0,580640,1399567,23663,67420,754839,0,0,43864,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Sara Concha,PCC,,36455,0,393105,0,0,1567742,0,0,5363,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. María Luisa Cordero,IND,,29418,309766,1032249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333320,0
Sr. Eduardo Cornejo,UDI,,0,0,1117273,0,0,203226,0,0,14263,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Luis Alberto Cuello,PC,,1513843,0,71580,70000,35840,0,0,0,7740,0,0,0,0,0,0,0,0,0,0,130000,0
Sr. Gonzalo De la Carrera,IND,,0,1210570,1449912,0,0,0,0,0,99875,0,0,0,0,0,0,0,0,0,0,333333,13175
Sr. Tomás De Rementería,IND,,0,290356,297949,685986,0,0,0,0,52746,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Viviana Delgado,PEV,,480853,0,672484,0,0,2008065,9250,0,0,0,0,0,0,0,0,0,0,0,0,99020,0
Sr. Felipe Donoso,UDI,,128945,0,1873757,0,67300,773118,24500,0,0,0,0,0,57980,0,0,0,0,0,0,333333,0
Sra. Lorena Fries,IND,,38227,13058,705129,0,0,0,0,1651750,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Ana María Gazmuri,IND,,1429853,0,788626,529485,0,0,0,0,276220,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Andrés Giordano,IND,,1454601,1758,233892,0,0,0,0,0,35105,0,0,0,0,0,0,431725,0,0,0,333333,0
Sra. Marta González,IND,,0,0,1183950,450000,0,1412903,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Mauro González,RN,,0,0,2108852,0,0,237097,30250,0,90540,0,0,0,0,0,0,300000,0,0,0,333333,0
Sr. Jorge Guzmán,EVOP,,0,0,961592,150000,0,0,0,0,33125,0,0,0,0,0,0,0,0,0,0,326135,0
Sr. Juan Irarrázaval,PREP,,0,0,699112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Andrés Jouannet,IND,,0,0,1582922,0,0,0,0,29990,11332,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Johannes Kaiser,PREP,,600000,0,898199,0,0,1203629,0,79990,47270,0,195096,0,0,0,0,0,0,0,0,333333,0
Sra. Paula Labra,IND,,0,0,843459,0,0,0,0,799980,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Tomás Lagomarsino,IND,,1501832,0,412442,617799,0,0,0,0,264024,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Henry Leal,UDI,,0,0,1085974,0,0,347890,0,0,76935,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Enrique Lee,PRI,,2406,0,614894,10213,0,1023525,0,0,245384,0,0,0,0,0,0,0,0,0,0,326135,0
Sr. Daniel Lilayu,UDI,,0,822751,1193899,0,0,343641,0,121173,28089,0,0,0,0,0,0,655054,0,0,0,333333,0
Sr. Luis Malla,LIBERAL,,0,0,504726,0,0,1916129,1650,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Daniel Manouchehri,PS,,1000000,19761,1377757,614598,0,670250,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Cristóbal Martínez,UDI,,0,0,1171370,0,0,1174194,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Christian Matheson,IND,,0,0,667479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326135,0
Sra. Karen Medina,PDG,,0,0,1568396,0,0,0,0,0,95815,0,0,0,0,0,0,0,0,0,0,162542,0
Sr. José Carlos Meza,PREP,,1343007,0,471726,0,0,2012903,0,0,137559,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Helia Molina,PPD,,1365218,0,1465084,0,0,0,0,0,15052,6549,0,0,0,0,0,0,0,0,0,333333,0
Sra. Javiera Morales,PCS,,17115,0,499526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Carla Morales,RN,,83027,0,905753,517096,0,155806,0,0,0,0,0,0,0,0,0,0,0,0,0,333320,0
Sr. Benjamín Moreno,PREP,,0,0,477726,0,0,0,0,0,2219,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Camila Musante,IND,,1336198,0,932300,0,0,0,0,0,17753,0,0,0,0,0,0,182025,0,0,0,0,0
Sra. Gloria Naveillan,IND,,265196,918885,1100527,0,0,972903,0,0,47519,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Ericka Ñanco,RD,,0,0,497746,0,0,0,0,0,51696,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Mauricio Ojeda,IND,,300945,0,676133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Rubén Darío Oyarzo,PDG,,0,854940,1176360,1008566,0,0,0,0,46226,0,0,0,0,0,0,0,0,0,0,170791,0
Sr. Hernán Palma,IND,,714667,0,815016,0,0,1209677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Marlene Pérez,IND,,0,0,787074,0,0,0,0,1947982,9398,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Víctor Alejandro Pino,PDG,,0,583008,964750,0,0,0,0,0,51904,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Lorena Pizarro,PC,,296066,0,741701,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Alejandra Placencia,PC,,56993,565878,615479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Francisco Pulgar,IND,,0,0,471726,0,0,0,0,0,153667,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Matías Ramírez,PC,,1188195,0,1250550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Marcia Raphael,RN,,3283,0,625479,400000,0,1995552,95000,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Marcela Riquelme,IND,,0,832051,591924,562500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Agustín Romero,PREP,,1404042,0,1441221,98175,0,0,0,0,18337,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Natalia Romero,IND,,0,3295,1067393,0,0,0,0,0,42746,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Jaime Sáez,RD,,0,0,485186,349995,0,715016,0,0,35395,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Jorge Saffirio,DC,,0,0,1328595,0,0,757742,0,263930,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Clara Sagardia,IND,,34951,0,1133159,0,0,596452,0,0,79675,0,0,0,0,0,0,0,0,0,0,333333,14620
Sr. Luis Sánchez,PREP,,0,0,864883,0,0,0,0,0,86729,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Emilia Schneider,COMUNES,,174685,0,635514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Stephan Schubert,IND,,0,0,1450052,0,0,0,0,0,72919,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Daniela Serrano,PC,,650371,0,625235,0,0,1157419,0,0,108564,0,0,30000,0,0,0,0,0,0,0,333333,0
Sr. Marco Antonio Sulantay,UDI,,0,0,1771645,0,0,1862418,0,0,48303,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Cristián Tapia,IND,,33131,0,1729693,335484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Hotuiti Teao,IND,,0,0,108991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326135,0
Sra. Carolina Tello,PC,,1256291,0,761559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332333,0
Sr. Héctor Ulloa,IND,,0,729766,471726,0,0,2542292,0,0,0,0,0,0,0,0,0,0,0,0,0,105215,0
Sr. Alberto Undurraga,DC,,96930,0,643455,0,0,329831,87846,1712790,44809,0,0,0,0,0,0,36405,0,0,0,226187,0
Sra. Consuelo Veloso,RD,,29855,0,471726,0,0,0,0,0,30082,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Nelson Venegas,PS,,0,0,0,0,0,0,0,0,65605,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Sebastián Videla,IND,,1511515,0,576726,0,0,1120968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sra. Flor Weisse,UDI,,0,0,1495824,0,0,1476129,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Jaime Naranjo,PS,,481481,0,1256531,0,0,1117097,0,0,181553,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. René Alinco,IND,,1554244,580050,1092436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Sergio Bobadilla,UDI,,0,539760,1038182,0,0,537058,0,0,0,17862,0,0,0,0,0,0,0,0,0,247937,0
Sr. Jaime Mulet,FRVS,,0,57088,1095827,600000,0,806452,0,0,112109,22077,0,0,0,0,0,0,0,0,0,333333,0
Sr. Gastón Von Mühlenbrock,UDI,,0,41291,993546,0,0,0,0,136170,0,0,0,0,0,0,0,0,0,0,0,332620,0
Sr. Gaspar Rivas,PDG,,0,0,1977597,10052,0,0,0,0,44500,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Frank Sauerbaum,RN,,1550110,134607,576206,56429,0,1242354,35655,0,0,0,0,0,0,0,0,0,0,0,0,279914,0
Sr. Bernardo Berger,IND,,0,89761,1012217,0,0,1304892,0,0,0,0,0,0,0,0,0,0,0,0,0,333333,0
Sra. Karol Cariola,PC,,9471,53975,728496,0,0,1347220,0,0,0,0,100000,0,0,0,0,0,0,0,0,333332,0
Sra. Daniella Cicardini,PS,,833396,113501,1206597,0,224128,0,0,0,0,8813,0,0,0,0,0,0,0,0,0,333333,0
Sr. Juan Antonio Coloma,UDI,,0,0,1461459,0,0,0,0,979990,3466,0,0,0,0,0,0,0,0,0,0,333333,0
Sr. Joaquín Lavín,UDI,,0,144973,1818915,451231,0,0,0,0,14277,0,0,0,0,0,0,665000,0,0,0,333333,0
Sr. Daniel Melo,PS,,0,0,615479,0,0,1331434,0,919909,0,0,0,0,0,0,0,0,0,0,0,332000,0
Sr. Vlado Mirosevic,LIBERAL,,0,0,888641,150000,0,1050251,0,0,9497,11884,78000,0,0,0,0,0,0,0,0,333333,0
Sr. Jorge Rathgeb,RN,,9399,0,861179,972905,0,1461226,1700,0,0,0,0,0,0,0,0,0,0,0,0,331954,0
